Address Name	Booth Number	Settlement Name	Settlement Number
אברך חנה	19.0	רחובות	8400
אחים קיבוביץ	21.1	רחובות	8400
אחים קיבוביץ	21.2	רחובות	8400
אחים קיבוביץ	21.3	רחובות	8400
אחים קיבוביץ	21.4	רחובות	8400
אחים קיבוביץ	21.5	רחובות	8400
אחים קיבוביץ	21.6	רחובות	8400
אחים קיבוביץ	21.7	רחובות	8400
אחים קיבוביץ	21.8	רחובות	8400
מרשוב 3	24.1	רחובות	8400
מרשוב 3	24.2	רחובות	8400
מרשוב 3	24.3	רחובות	8400
מרשוב 3	24.4	רחובות	8400
מרשוב 3	24.5	רחובות	8400
מרשוב 3	24.6	רחובות	8400
מרשוב 3	24.7	רחובות	8400
מרשוב 3	24.8	רחובות	8400
מרשוב 3	24.9	רחובות	8400
גבורי ישראל 2	31.1	רחובות	8400
גבורי ישראל 2	31.2	רחובות	8400
גבורי ישראל 2	31.3	רחובות	8400
נורדאו 20	33.1	רחובות	8400
נורדאו 20	33.2	רחובות	8400
נורדאו 20	33.3	רחובות	8400
נורדאו 20	33.4	רחובות	8400
נורדאו 20	33.5	רחובות	8400
נורדאו 20	33.6	רחובות	8400
נורדאו 20	33.7	רחובות	8400
שטינברג 10	48.1	רחובות	8400
שטינברג 10	48.2	רחובות	8400
שטינברג 10	48.3	רחובות	8400
שטינברג 10	48.4	רחובות	8400
שטינברג 10	48.5	רחובות	8400
שטינברג 10	48.6	רחובות	8400
שטינברג 10	48.7	רחובות	8400
שטינברג 10	48.8	רחובות	8400
שטינברג 10	48.9	רחובות	8400
חפץ חיים 28 א	49.1	רחובות	8400
חפץ חיים 28 א	49.2	רחובות	8400
חפץ חיים 28 א	49.3	רחובות	8400
החבורה 14	55.1	רחובות	8400
החבורה 14	55.2	רחובות	8400
החבורה 14	55.3	רחובות	8400
שדרת הקבוצים 1	58.1	רחובות	8400
שדרת הקבוצים 1	58.2	רחובות	8400
שדרת הקבוצים 1	58.3	רחובות	8400
שדרת הקבוצים 1	58.4	רחובות	8400
שדרת הקבוצים 1	58.5	רחובות	8400
שדרת הקבוצים 1	58.6	רחובות	8400
הדגניות 28	60.0	רחובות	8400
הדגניות 28	61.0	רחובות	8400
הולצברג שמחה 4	62.0	רחובות	8400
סירני 52	68.1	רחובות	8400
סירני 52	68.2	רחובות	8400
סירני 52	68.3	רחובות	8400
החשמונאים 1	69.1	רחובות	8400
החשמונאים 1	69.2	רחובות	8400
טשרניחובסקי 1	70.1	רחובות	8400
טשרניחובסקי 1	70.2	רחובות	8400
טשרניחובסקי 1	70.3	רחובות	8400
טשרניחובסקי 1	70.4	רחובות	8400
טשרניחובסקי 1	70.5	רחובות	8400
רייפן יעקב 1	73.0	רחובות	8400
רייפן יעקב 1	74.0	רחובות	8400
כצנלסון ישראל 10	80.1	רחובות	8400
כצנלסון ישראל 8	80.2	רחובות	8400
כצנלסון ישראל 8	80.3	רחובות	8400
סמ הפרדס 3	81.0	רחובות	8400
חפץ חיים 18	84.0	רחובות	8400
דרך ירושלים 32	89.1	רחובות	8400
דרך ירושלים 32	89.2	רחובות	8400
הרב הרצוג 16	94.1	רחובות	8400
הרב הרצוג 16	94.2	רחובות	8400
הרב הרצוג 16	94.3	רחובות	8400
הרב הרצוג 16	94.4	רחובות	8400
הרב הרצוג 16	94.5	רחובות	8400
הרב הרצוג 16	94.6	רחובות	8400
הרב הרצוג 16	94.7	רחובות	8400
הרב הרצוג 16	94.8	רחובות	8400
הרב הרצוג 16	94.9	רחובות	8400
הרב בר שאול 16	95.1	רחובות	8400
הרב בר שאול 16	95.2	רחובות	8400
הרב בר שאול 16	95.3	רחובות	8400
הרב בר שאול 16	95.4	רחובות	8400
הרב בר שאול 16	95.5	רחובות	8400
הרב בר שאול 16	95.6	רחובות	8400
ארלוזורוב 18	104.1	רחובות	8400
ארלוזורוב 18	104.2	רחובות	8400
ארלוזורוב 18	104.3	רחובות	8400
ארלוזורוב 18	104.4	רחובות	8400
מרגולין 18	105.1	רחובות	8400
מרגולין 18	105.2	רחובות	8400
מרגולין 18	105.3	רחובות	8400
מרגולין 18	105.4	רחובות	8400
מרגולין 18	105.5	רחובות	8400
חפץ חיים 18	106.0	רחובות	8400
חפץ חיים 18	107.0	רחובות	8400
יעקב 42	109.1	רחובות	8400
יעקב 42	109.2	רחובות	8400
יעקב 42	109.3	רחובות	8400
יעקב 42	109.4	רחובות	8400
יעקב 42	109.5	רחובות	8400
סמ הפרדס 3	119.0	רחובות	8400
בר-לב חיים 32	121.1	רחובות	8400
בר-לב חיים 32	121.2	רחובות	8400
בר-לב חיים 32	121.3	רחובות	8400
בר-לב חיים 32	121.4	רחובות	8400
מגיני הגליל 36	122.1	רחובות	8400
מגיני הגליל 36	122.2	רחובות	8400
מגיני הגליל 36	122.3	רחובות	8400
מגיני הגליל 36	122.4	רחובות	8400
סמ הפרדס 3	129.0	רחובות	8400
גבריאלוב 20	130.1	רחובות	8400
גבריאלוב 20	130.2	רחובות	8400
גבריאלוב 20	130.3	רחובות	8400
גבריאלוב 20	130.4	רחובות	8400
גבריאלוב 20	130.5	רחובות	8400
הר כנען 9	132.1	רחובות	8400
הר כנען 9	132.2	רחובות	8400
הר כנען 9	132.3	רחובות	8400
הר כנען 9	132.4	רחובות	8400
הר כנען 9	132.5	רחובות	8400
המעפיל 25	134.1	רחובות	8400
המעפיל 25	134.2	רחובות	8400
המעפיל 25	134.3	רחובות	8400
המעפיל 25	134.4	רחובות	8400
הולצברג שמחה 4	139.0	רחובות	8400
הולצברג שמחה 4	141.0	רחובות	8400
מילר טובה וטוביה 10	142.1	רחובות	8400
מילר טובה וטוביה 10	142.2	רחובות	8400
מילר טובה וטוביה 10	142.3	רחובות	8400
מילר טובה וטוביה 10	142.4	רחובות	8400
מילר טובה וטוביה 10	142.5	רחובות	8400
מילר טובה וטוביה 10	142.6	רחובות	8400
מילר טובה וטוביה 10	142.7	רחובות	8400
מילר טובה וטוביה 10	142.8	רחובות	8400
פרופ' נאמן יובל 106	144.1	רחובות	8400
פרופ' נאמן יובל 106	144.2	רחובות	8400
פרופ' נאמן יובל 106	144.3	רחובות	8400
פרופ' נאמן יובל 106	144.4	רחובות	8400
פרופ' נאמן יובל 106	144.5	רחובות	8400
פרופ' נאמן יובל 106	144.6	רחובות	8400
דהרי שלום 18	145.1	רחובות	8400
דהרי שלום 18	145.2	רחובות	8400
דהרי שלום 18	145.3	רחובות	8400
דהרי שלום 18	145.4	רחובות	8400
הולצברג שמחה 4	146.0	רחובות	8400
הרשנזון 25	147.1	רחובות	8400
הרשנזון 25	147.2	רחובות	8400
הרשנזון 25	147.3	רחובות	8400
הרשנזון 25	147.4	רחובות	8400
הרשנזון 25	147.5	רחובות	8400
הרשנזון 25	147.6	רחובות	8400
אברך חנה	150.0	רחובות	8400
הר הצופים 70	152.1	רחובות	8400
הר הצופים 70	152.2	רחובות	8400
הר הצופים 70	152.3	רחובות	8400
אהרונוביץ יוסף 14	159.0	רחובות	8400
הרב מזרחי יעקב 3	161.1	רחובות	8400
הרב מזרחי יעקב 3	161.2	רחובות	8400
הרב מזרחי יעקב 3	161.3	רחובות	8400
הר תבור 3	162.1	רחובות	8400
הר תבור 3	162.2	רחובות	8400
קרוננברג יוסף 3	165.1	רחובות	8400
קרוננברג יוסף 3	165.2	רחובות	8400
קרוננברג יוסף 3	165.3	רחובות	8400
קרוננברג יוסף 3	165.4	רחובות	8400
צאלון 1	169.1	רחובות	8400
צאלון 1	169.2	רחובות	8400
צאלון 1	169.3	רחובות	8400
צאלון 1	169.4	רחובות	8400
פרופ' צ'חנובר אהרון 4	170.1	רחובות	8400
פרופ' צ'חנובר אהרון 4	170.2	רחובות	8400
פרופ' צ'חנובר אהרון 4	170.3	רחובות	8400
פרופ' צ'חנובר אהרון 4	170.4	רחובות	8400
פרופ' צ'חנובר אהרון 4	170.5	רחובות	8400
פרופ' צ'חנובר אהרון 4	170.6	רחובות	8400
קליין דב 1	171.1	רחובות	8400
קליין דב 1	171.2	רחובות	8400
קליין דב 1	171.3	רחובות	8400
קליין דב 1	171.4	רחובות	8400
הולצברג שמחה 4	172.0	רחובות	8400
רייפן יעקב 1	173.0	רחובות	8400
שדמה	1.0	שדמה	555
עשהאל 3	1.0	תל אביב - יפו	5000
עשהאל 3	3.0	תל אביב - יפו	5000
קהילת ורשה 30	5.1	תל אביב - יפו	5000
קהילת ורשה 30	5.2	תל אביב - יפו	5000
קהילת ורשה 30	5.3	תל אביב - יפו	5000
קהילת ורשה 30	5.4	תל אביב - יפו	5000
קהילת ורשה 30	5.5	תל אביב - יפו	5000
קהילת ורשה 30	5.6	תל אביב - יפו	5000
עולי הגרדום 50	8.0	תל אביב - יפו	5000
עולי הגרדום 50	9.0	תל אביב - יפו	5000
הגולן 34	10.0	תל אביב - יפו	5000
"ק""ם 65"	12.0	תל אביב - יפו	5000
דבורה הנביאה 85	14.1	תל אביב - יפו	5000
דבורה הנביאה 85	14.2	תל אביב - יפו	5000
אבנר 1	19.1	תל אביב - יפו	5000
אבנר 1	19.2	תל אביב - יפו	5000
אבנר 1	19.3	תל אביב - יפו	5000
אבנר 1	19.4	תל אביב - יפו	5000
אבנר 1	19.5	תל אביב - יפו	5000
אבנר 1	19.6	תל אביב - יפו	5000
אבן ספיר 8	27.1	תל אביב - יפו	5000
אבן ספיר 8	27.2	תל אביב - יפו	5000
קיציס יוסף 23	29.1	תל אביב - יפו	5000
קיציס יוסף 23	29.2	תל אביב - יפו	5000
קיציס יוסף 23	29.3	תל אביב - יפו	5000
קיציס יוסף 23	29.4	תל אביב - יפו	5000
קהילת קיוב 15	31.1	תל אביב - יפו	5000
קהילת קיוב 15	31.2	תל אביב - יפו	5000
קהילת קיוב 15	31.3	תל אביב - יפו	5000
קהילת קיוב 15	31.4	תל אביב - יפו	5000
קדש ברנע 4	38.1	תל אביב - יפו	5000
קדש ברנע 4	38.2	תל אביב - יפו	5000
קדש ברנע 4	38.3	תל אביב - יפו	5000
קדש ברנע 4	38.4	תל אביב - יפו	5000
בני אפרים 228	43.1	תל אביב - יפו	5000
בני אפרים 228	43.2	תל אביב - יפו	5000
בני אפרים 228	43.3	תל אביב - יפו	5000
בני אפרים 228	43.4	תל אביב - יפו	5000
מגדל שרשן 17	47.1	תל אביב - יפו	5000
מגדל שרשן 17	47.2	תל אביב - יפו	5000
מגדל שרשן 17	47.3	תל אביב - יפו	5000
מגדל שרשן 17	47.4	תל אביב - יפו	5000
מגדל שרשן 17	47.5	תל אביב - יפו	5000
פרסיץ שושנה 1	56.1	תל אביב - יפו	5000
פרסיץ שושנה 1	56.2	תל אביב - יפו	5000
פרסיץ שושנה 1	56.3	תל אביב - יפו	5000
פרסיץ שושנה 1	56.4	תל אביב - יפו	5000
דרזנר יחיאל 2	59.1	תל אביב - יפו	5000
דרזנר יחיאל 2	59.2	תל אביב - יפו	5000
דרזנר יחיאל 2	59.3	תל אביב - יפו	5000
דרזנר יחיאל 2	59.4	תל אביב - יפו	5000
דרזנר יחיאל 2	59.5	תל אביב - יפו	5000
דרזנר יחיאל 2	59.6	תל אביב - יפו	5000
לויטן יצחק 7	62.1	תל אביב - יפו	5000
לויטן יצחק 7	62.2	תל אביב - יפו	5000
לויטן יצחק 7	62.3	תל אביב - יפו	5000
לויטן יצחק 7	62.4	תל אביב - יפו	5000
לויטן יצחק 7	62.5	תל אביב - יפו	5000
לויטן יצחק 7	62.6	תל אביב - יפו	5000
לויטן יצחק 7	62.7	תל אביב - יפו	5000
גרונימן 11	65.0	תל אביב - יפו	5000
אנדרסן 22	66.1	תל אביב - יפו	5000
אנדרסן 22	66.2	תל אביב - יפו	5000
רדינג 26	67.0	תל אביב - יפו	5000
יהודה הנשיא 6	68.0	תל אביב - יפו	5000
רדינג 35	69.1	תל אביב - יפו	5000
רדינג 35	69.2	תל אביב - יפו	5000
רדינג 35	69.3	תל אביב - יפו	5000
רדינג 26	71.0	תל אביב - יפו	5000
גרונימן 11	72.0	תל אביב - יפו	5000
רדינג 47	74.1	תל אביב - יפו	5000
רדינג 47	74.2	תל אביב - יפו	5000
רדינג 47	74.3	תל אביב - יפו	5000
רדינג 47	74.4	תל אביב - יפו	5000
אנדרסן 22	75.0	תל אביב - יפו	5000
אנדרסן 22	76.0	תל אביב - יפו	5000
אנדרסן 22	78.0	תל אביב - יפו	5000
צ'רטוק שמשון 6	80.1	תל אביב - יפו	5000
צ'רטוק שמשון 6	80.2	תל אביב - יפו	5000
צ'רטוק שמשון 6	80.3	תל אביב - יפו	5000
אנדרסן 22	81.0	תל אביב - יפו	5000
יהודה הנשיא 6	83.0	תל אביב - יפו	5000
פיינשטיין 83	85.0	תל אביב - יפו	5000
פיינשטיין 83	89.0	תל אביב - יפו	5000
אנדרסן 22	90.0	תל אביב - יפו	5000
יהודה הנשיא 6	91.0	תל אביב - יפו	5000
יהודה הנשיא 6	92.0	תל אביב - יפו	5000
פיינשטיין 83	94.0	תל אביב - יפו	5000
פיינשטיין 83	95.0	תל אביב - יפו	5000
פיינשטיין 83	96.0	תל אביב - יפו	5000
פיינשטיין 83	98.0	תל אביב - יפו	5000
דרזנר יחיאל 3	102.0	תל אביב - יפו	5000
פיינשטיין 83	105.0	תל אביב - יפו	5000
בקר אהרון 10	109.1	תל אביב - יפו	5000
בקר אהרון 10	109.2	תל אביב - יפו	5000
בקר אהרון 10	109.3	תל אביב - יפו	5000
בקר אהרון 10	109.4	תל אביב - יפו	5000
בקר אהרון 10	109.5	תל אביב - יפו	5000
בקר אהרון 10	109.6	תל אביב - יפו	5000
רדינג 26	111.0	תל אביב - יפו	5000
בן יהודה 227	118.1	תל אביב - יפו	5000
בן יהודה 227	118.2	תל אביב - יפו	5000
בן יהודה 227	118.3	תל אביב - יפו	5000
בן יהודה 227	118.4	תל אביב - יפו	5000
בן יהודה 227	118.5	תל אביב - יפו	5000
בן יהודה 227	118.6	תל אביב - יפו	5000
שד נורדאו 63	119.1	תל אביב - יפו	5000
שד נורדאו 63	119.2	תל אביב - יפו	5000
שד נורדאו 63	119.3	תל אביב - יפו	5000
בן יהודה 193	128.1	תל אביב - יפו	5000
בן יהודה 193	128.2	תל אביב - יפו	5000
בן יהודה 193	128.3	תל אביב - יפו	5000
בן יהודה 193	128.4	תל אביב - יפו	5000
בן יהודה 193	128.5	תל אביב - יפו	5000
בן יהודה 193	128.6	תל אביב - יפו	5000
מנדלשטם 12	132.1	תל אביב - יפו	5000
מנדלשטם 12	132.2	תל אביב - יפו	5000
מנדלשטם 12	132.3	תל אביב - יפו	5000
הר נבו 19	134.0	תל אביב - יפו	5000
אנטיגונוס 6	137.1	תל אביב - יפו	5000
אנטיגונוס 6	137.2	תל אביב - יפו	5000
אנטיגונוס 6	137.3	תל אביב - יפו	5000
אנטיגונוס 6	137.4	תל אביב - יפו	5000
סמ נורדאו	139.1	תל אביב - יפו	5000
סמ נורדאו	139.2	תל אביב - יפו	5000
סמ נורדאו	139.3	תל אביב - יפו	5000
שמעון התרסי 31	147.1	תל אביב - יפו	5000
שמעון התרסי 31	147.2	תל אביב - יפו	5000
שמעון התרסי 31	147.3	תל אביב - יפו	5000
שמעון התרסי 31	147.4	תל אביב - יפו	5000
שמעון התרסי 31	147.5	תל אביב - יפו	5000
שמעון התרסי 31	147.6	תל אביב - יפו	5000
הר נבו 4	149.0	תל אביב - יפו	5000
הר נבו 4	150.0	תל אביב - יפו	5000
הר נבו 19	152.0	תל אביב - יפו	5000
רמה 5	160.1	תל אביב - יפו	5000
רמה 5	160.2	תל אביב - יפו	5000
רמה 5	160.3	תל אביב - יפו	5000
רמה 5	160.4	תל אביב - יפו	5000
רמה 5	160.5	תל אביב - יפו	5000
בני דן 40	161.1	תל אביב - יפו	5000
בני דן 40	161.2	תל אביב - יפו	5000
בני דן 40	161.3	תל אביב - יפו	5000
תבואות הארץ 11	163.1	תל אביב - יפו	5000
תבואות הארץ 11	163.2	תל אביב - יפו	5000
תבואות הארץ 11	163.3	תל אביב - יפו	5000
תבואות הארץ 11	163.4	תל אביב - יפו	5000
תבואות הארץ 11	163.5	תל אביב - יפו	5000
תבואות הארץ 11	163.6	תל אביב - יפו	5000
תבואות הארץ 11	163.7	תל אביב - יפו	5000
הר נבו 4	165.0	תל אביב - יפו	5000
פרסיץ שושנה 3	177.1	תל אביב - יפו	5000
פרסיץ שושנה 3	177.2	תל אביב - יפו	5000
פרסיץ שושנה 3	177.3	תל אביב - יפו	5000
פרסיץ שושנה 3	177.4	תל אביב - יפו	5000
שטריקר 19	178.1	תל אביב - יפו	5000
שטריקר 19	178.2	תל אביב - יפו	5000
שטריקר 19	178.3	תל אביב - יפו	5000
שטריקר 19	178.4	תל אביב - יפו	5000
שטריקר 19	178.5	תל אביב - יפו	5000
שטריקר 19	178.6	תל אביב - יפו	5000
ויצמן 74	179.0	תל אביב - יפו	5000
ועידת קטוביץ 47	180.1	תל אביב - יפו	5000
ועידת קטוביץ 47	180.2	תל אביב - יפו	5000
ועידת קטוביץ 47	180.3	תל אביב - יפו	5000
ועידת קטוביץ 47	180.4	תל אביב - יפו	5000
הרב טולידנו 6	190.1	תל אביב - יפו	5000
הרב טולידנו 6	190.2	תל אביב - יפו	5000
הרב טולידנו 6	190.3	תל אביב - יפו	5000
ויצמן 74	191.0	תל אביב - יפו	5000
אונקלוס 8	193.1	תל אביב - יפו	5000
אונקלוס 8	193.2	תל אביב - יפו	5000
אונקלוס 8	193.3	תל אביב - יפו	5000
אונקלוס 8	193.4	תל אביב - יפו	5000
אונקלוס 8	193.5	תל אביב - יפו	5000
יהודה הנשיא 6	197.0	תל אביב - יפו	5000
אהבת ציון 17	202.1	תל אביב - יפו	5000
אהבת ציון 17	202.2	תל אביב - יפו	5000
אהבת ציון 22	204.1	תל אביב - יפו	5000
אהבת ציון 22	204.2	תל אביב - יפו	5000
אהבת ציון 22	204.3	תל אביב - יפו	5000
כהנשטם 16	206.1	תל אביב - יפו	5000
כהנשטם 16	206.2	תל אביב - יפו	5000
כהנשטם 16	206.3	תל אביב - יפו	5000
כהנשטם 16	206.4	תל אביב - יפו	5000
כהנשטם 16	206.5	תל אביב - יפו	5000
ילין דוד 13	208.0	תל אביב - יפו	5000
ילין דוד 13	209.0	תל אביב - יפו	5000
ילין דוד 13	211.0	תל אביב - יפו	5000
"תש""ח 7"	212.0	תל אביב - יפו	5000
"תש""ח 7"	213.0	תל אביב - יפו	5000
"תש""ח 7"	214.0	תל אביב - יפו	5000
"תש""ח 7"	215.0	תל אביב - יפו	5000
חדרה 2	218.1	תל אביב - יפו	5000
חדרה 2	218.2	תל אביב - יפו	5000
חדרה 2	218.3	תל אביב - יפו	5000
ילין דוד 13	225.0	תל אביב - יפו	5000
בית אל 45	226.1	תל אביב - יפו	5000
בית אל 45	226.2	תל אביב - יפו	5000
בית אל 45	226.3	תל אביב - יפו	5000
בית אל 45	226.4	תל אביב - יפו	5000
בית אל 45	226.5	תל אביב - יפו	5000
בית אל 45	226.6	תל אביב - יפו	5000
הרב הרצוג 11	227.1	תל אביב - יפו	5000
הרב הרצוג 11	227.2	תל אביב - יפו	5000
הרב הרצוג 11	227.3	תל אביב - יפו	5000
הרב הרצוג 11	227.4	תל אביב - יפו	5000
הרב הרצוג 11	227.5	תל אביב - יפו	5000
הרב הרצוג 11	227.6	תל אביב - יפו	5000
וילנסקי משה 24	229.1	תל אביב - יפו	5000
וילנסקי משה 24	229.2	תל אביב - יפו	5000
וילנסקי משה 24	229.3	תל אביב - יפו	5000
וילנסקי משה 24	229.4	תל אביב - יפו	5000
וילנסקי משה 24	229.5	תל אביב - יפו	5000
וילנסקי משה 24	229.6	תל אביב - יפו	5000
דרזנר יחיאל 3	232.0	תל אביב - יפו	5000
אלוני ניסים 8	233.0	תל אביב - יפו	5000
דרך נמיר מרדכי 81	234.1	תל אביב - יפו	5000
דרך נמיר מרדכי 81	234.2	תל אביב - יפו	5000
דרך נמיר מרדכי 81	234.3	תל אביב - יפו	5000
דרך נמיר מרדכי 81	234.4	תל אביב - יפו	5000
צייטלין 24	236.1	תל אביב - יפו	5000
צייטלין 24	236.2	תל אביב - יפו	5000
צייטלין 24	236.3	תל אביב - יפו	5000
צייטלין 24	236.4	תל אביב - יפו	5000
צייטלין 24	236.5	תל אביב - יפו	5000
סולד הנרייטה 6	237.1	תל אביב - יפו	5000
סולד הנרייטה 6	237.2	תל אביב - יפו	5000
סולד הנרייטה 6	237.3	תל אביב - יפו	5000
סולד הנרייטה 6	237.4	תל אביב - יפו	5000
סולד הנרייטה 6	237.5	תל אביב - יפו	5000
שפרינצק 4	241.1	תל אביב - יפו	5000
שפרינצק 4	241.2	תל אביב - יפו	5000
שפרינצק 4	241.3	תל אביב - יפו	5000
שפרינצק 4	241.4	תל אביב - יפו	5000
שפרינצק 4	241.5	תל אביב - יפו	5000
שפרינצק 4	241.6	תל אביב - יפו	5000
מודיליאני 19	246.1	תל אביב - יפו	5000
מודיליאני 19	246.2	תל אביב - יפו	5000
מודיליאני 19	246.3	תל אביב - יפו	5000
מודיליאני 19	246.4	תל אביב - יפו	5000
אורי 5	248.0	תל אביב - יפו	5000
אנטוקולסקי 4	252.0	תל אביב - יפו	5000
ליליאן 11	255.1	תל אביב - יפו	5000
ליליאן 11	255.2	תל אביב - יפו	5000
ליליאן 11	255.3	תל אביב - יפו	5000
אורי 5	256.0	תל אביב - יפו	5000
אורי 5	257.0	תל אביב - יפו	5000
גאולה 30	259.1	תל אביב - יפו	5000
גאולה 30	259.2	תל אביב - יפו	5000
גאולה 30	259.3	תל אביב - יפו	5000
גאולה 30	259.4	תל אביב - יפו	5000
גאולה 30	260.1	תל אביב - יפו	5000
גאולה 30	260.2	תל אביב - יפו	5000
גאולה 30	260.3	תל אביב - יפו	5000
גאולה 30	260.4	תל אביב - יפו	5000
אורי 5	261.0	תל אביב - יפו	5000
החשמונאים 92	263.0	תל אביב - יפו	5000
קדם 40	267.0	תל אביב - יפו	5000
החשמונאים 92	268.0	תל אביב - יפו	5000
אנטוקולסקי 4	277.0	תל אביב - יפו	5000
החשמונאים 92	278.0	תל אביב - יפו	5000
אנטוקולסקי 4	279.0	תל אביב - יפו	5000
"אד""ם הכהן 5"	280.1	תל אביב - יפו	5000
"אד""ם הכהן 5"	280.2	תל אביב - יפו	5000
"אד""ם הכהן 5"	280.3	תל אביב - יפו	5000
"אד""ם הכהן 5"	280.4	תל אביב - יפו	5000
"אד""ם הכהן 5"	280.5	תל אביב - יפו	5000
"אד""ם הכהן 5"	280.6	תל אביב - יפו	5000
"אד""ם הכהן 5"	280.7	תל אביב - יפו	5000
אנטוקולסקי 4	282.0	תל אביב - יפו	5000
ז'בוטינסקי 106	287.1	תל אביב - יפו	5000
ז'בוטינסקי 106	287.2	תל אביב - יפו	5000
ז'בוטינסקי 106	287.3	תל אביב - יפו	5000
ז'בוטינסקי 106	287.4	תל אביב - יפו	5000
ז'בוטינסקי 106	287.5	תל אביב - יפו	5000
ברנשטיין אדוארד 3	290.0	תל אביב - יפו	5000
דיזנגוף 200	291.1	תל אביב - יפו	5000
דיזנגוף 200	291.2	תל אביב - יפו	5000
דיזנגוף 200	291.3	תל אביב - יפו	5000
דיזנגוף 200	291.4	תל אביב - יפו	5000
דיזנגוף 200	291.5	תל אביב - יפו	5000
עשהאל 3	306.0	תל אביב - יפו	5000
החשמונאים 92	307.0	תל אביב - יפו	5000
קובנר אבא 16	312.1	תל אביב - יפו	5000
קובנר אבא 16	312.2	תל אביב - יפו	5000
קובנר אבא 16	312.3	תל אביב - יפו	5000
קובנר אבא 16	312.4	תל אביב - יפו	5000
קובנר אבא 16	312.5	תל אביב - יפו	5000
קובנר אבא 16	312.6	תל אביב - יפו	5000
קובנר אבא 16	312.7	תל אביב - יפו	5000
אשכול לוי 94	315.1	תל אביב - יפו	5000
אשכול לוי 94	315.2	תל אביב - יפו	5000
אשכול לוי 94	315.3	תל אביב - יפו	5000
אשכול לוי 94	315.4	תל אביב - יפו	5000
אשכול לוי 94	315.5	תל אביב - יפו	5000
אשכול לוי 94	315.6	תל אביב - יפו	5000
הירקון 248	323.1	תל אביב - יפו	5000
הירקון 248	323.2	תל אביב - יפו	5000
הירקון 248	323.3	תל אביב - יפו	5000
הירקון 248	323.4	תל אביב - יפו	5000
הירקון 248	323.5	תל אביב - יפו	5000
הירקון 248	323.6	תל אביב - יפו	5000
לסל 7	325.1	תל אביב - יפו	5000
לסל 7	325.2	תל אביב - יפו	5000
לסל 7	325.3	תל אביב - יפו	5000
לסל 7	325.4	תל אביב - יפו	5000
לסל 7	325.5	תל אביב - יפו	5000
"אד""ם הכהן 5"	327.1	תל אביב - יפו	5000
"אד""ם הכהן 5"	327.2	תל אביב - יפו	5000
"אד""ם הכהן 5"	327.3	תל אביב - יפו	5000
"אד""ם הכהן 5"	327.4	תל אביב - יפו	5000
"אד""ם הכהן 5"	327.5	תל אביב - יפו	5000
"אד""ם הכהן 5"	327.6	תל אביב - יפו	5000
"אד""ם הכהן 5"	327.7	תל אביב - יפו	5000
"אד""ם הכהן 5"	327.8	תל אביב - יפו	5000
פרישמן 28	330.1	תל אביב - יפו	5000
פרישמן 28	330.2	תל אביב - יפו	5000
פרישמן 28	330.3	תל אביב - יפו	5000
פרישמן 28	330.4	תל אביב - יפו	5000
פרישמן 28	330.5	תל אביב - יפו	5000
פרישמן 28	330.6	תל אביב - יפו	5000
פרישמן 28	330.7	תל אביב - יפו	5000
הוז דב 16	339.1	תל אביב - יפו	5000
הוז דב 16	339.2	תל אביב - יפו	5000
גרונימן 11	346.0	תל אביב - יפו	5000
פילון 5	367.0	תל אביב - יפו	5000
פילון 5	368.0	תל אביב - יפו	5000
פילון 5	369.0	תל אביב - יפו	5000
הוז דב 16	376.1	תל אביב - יפו	5000
הוז דב 16	376.2	תל אביב - יפו	5000
הוז דב 16	376.3	תל אביב - יפו	5000
אבן גבירול 71	387.1	תל אביב - יפו	5000
אבן גבירול 71	387.2	תל אביב - יפו	5000
אבן גבירול 71	387.3	תל אביב - יפו	5000
אבן גבירול 71	387.4	תל אביב - יפו	5000
אבן גבירול 71	387.5	תל אביב - יפו	5000
אבן גבירול 71	387.6	תל אביב - יפו	5000
צייטלין 22	391.1	תל אביב - יפו	5000
צייטלין 22	391.2	תל אביב - יפו	5000
צייטלין 22	391.3	תל אביב - יפו	5000
צייטלין 22	391.4	תל אביב - יפו	5000
צייטלין 22	391.5	תל אביב - יפו	5000
שפירא צבי 21	396.1	תל אביב - יפו	5000
שפירא צבי 21	396.2	תל אביב - יפו	5000
שפירא צבי 21	396.3	תל אביב - יפו	5000
הנביאים 14	396.4	תל אביב - יפו	5000
הנביאים 14	396.5	תל אביב - יפו	5000
הנביאים 14	396.6	תל אביב - יפו	5000
הנביאים 14	396.7	תל אביב - יפו	5000
הנביאים 14	396.8	תל אביב - יפו	5000
הנביאים 14	396.9	תל אביב - יפו	5000
שפירא צבי 21	398.1	תל אביב - יפו	5000
שפירא צבי 21	398.2	תל אביב - יפו	5000
שפירא צבי 21	398.3	תל אביב - יפו	5000
רוזנבלום יאיר 11	399.1	תל אביב - יפו	5000
רוזנבלום יאיר 11	399.2	תל אביב - יפו	5000
רוזנבלום יאיר 11	399.3	תל אביב - יפו	5000
רוזנבלום יאיר 11	399.4	תל אביב - יפו	5000
דה וינצ'י לאונרדו 1	426.1	תל אביב - יפו	5000
דה וינצ'י לאונרדו 1	426.2	תל אביב - יפו	5000
דה וינצ'י לאונרדו 1	426.3	תל אביב - יפו	5000
"מזא""ה 13"	434.1	תל אביב - יפו	5000
"מזא""ה 13"	434.2	תל אביב - יפו	5000
"מזא""ה 13"	434.3	תל אביב - יפו	5000
מלצ'ט 29	435.1	תל אביב - יפו	5000
